freq,stk_flow,indic_et,partner,sitc06,geo,TIME_PERIOD,values
M,IMP,TRD_VAL,US,SITC8,EA20,2021-06-01,2184.3
M,IMP,TRD_VAL,VN,SITC5,EA20,2021-06-01,42.7
M,IMP,TRD_VAL,VN,SITC6,EA20,2021-06-01,226.5
M,IMP,TRD_VAL,VN,SITC7,EA20,2021-06-01,1553.3
M,IMP,TRD_VAL,VN,SITC8,EA20,2021-06-01,842.8
M,IMP,TRD_VAL,CN_X_HK,SITC5,EA20,2021-07-01,2285.8
M,IMP,TRD_VAL,CN_X_HK,SITC6,EA20,2021-07-01,3483.6
M,IMP,TRD_VAL,CN_X_HK,SITC7,EA20,2021-07-01,16433.6
M,IMP,TRD_VAL,CN_X_HK,SITC8,EA20,2021-07-01,6978.8
M,IMP,TRD_VAL,EU27_2020_NEA20,SITC5,EA20,2021-07-01,3995.6
M,IMP,TRD_VAL,EU27_2020_NEA20,SITC6,EA20,2021-07-01,6362
M,IMP,TRD_VAL,EU27_2020_NEA20,SITC7,EA20,2021-07-01,17447.9
M,IMP,TRD_VAL,EU27_2020_NEA20,SITC8,EA20,2021-07-01,5412.6
M,IMP,TRD_VAL,US,SITC5,EA20,2021-07-01,4298.7
M,IMP,TRD_VAL,US,SITC6,EA20,2021-07-01,903.7
M,IMP,TRD_VAL,US,SITC7,EA20,2021-07-01,5338.6
M,IMP,TRD_VAL,US,SITC8,EA20,2021-07-01,2065.3
M,IMP,TRD_VAL,VN,SITC5,EA20,2021-07-01,35.5
M,IMP,TRD_VAL,VN,SITC6,EA20,2021-07-01,279.1
M,IMP,TRD_VAL,VN,SITC7,EA20,2021-07-01,1156.9
M,IMP,TRD_VAL,VN,SITC8,EA20,2021-07-01,890
M,IMP,TRD_VAL,CN_X_HK,SITC5,EA20,2021-08-01,2342
M,IMP,TRD_VAL,CN_X_HK,SITC6,EA20,2021-08-01,3963.7
M,IMP,TRD_VAL,CN_X_HK,SITC7,EA20,2021-08-01,16954.4
M,IMP,TRD_VAL,CN_X_HK,SITC8,EA20,2021-08-01,8493.3
M,IMP,TRD_VAL,EU27_2020_NEA20,SITC5,EA20,2021-08-01,3702.1
M,IMP,TRD_VAL,EU27_2020_NEA20,SITC6,EA20,2021-08-01,5836.3
M,IMP,TRD_VAL,EU27_2020_NEA20,SITC7,EA20,2021-08-01,14013.8
M,IMP,TRD_VAL,EU27_2020_NEA20,SITC8,EA20,2021-08-01,5267
M,IMP,TRD_VAL,US,SITC5,EA20,2021-08-01,4596
M,IMP,TRD_VAL,US,SITC6,EA20,2021-08-01,914.4
M,IMP,TRD_VAL,US,SITC7,EA20,2021-08-01,5829.6
M,IMP,TRD_VAL,US,SITC8,EA20,2021-08-01,2007.6
M,IMP,TRD_VAL,VN,SITC5,EA20,2021-08-01,33.4
M,IMP,TRD_VAL,VN,SITC6,EA20,2021-08-01,359.1
M,IMP,TRD_VAL,VN,SITC7,EA20,2021-08-01,1448.5
M,IMP,TRD_VAL,VN,SITC8,EA20,2021-08-01,875
M,IMP,TRD_VAL,CN_X_HK,SITC5,EA20,2021-09-01,2428.3
M,IMP,TRD_VAL,CN_X_HK,SITC6,EA20,2021-09-01,4173.2
M,IMP,TRD_VAL,CN_X_HK,SITC7,EA20,2021-09-01,19161.2
M,IMP,TRD_VAL,CN_X_HK,SITC8,EA20,2021-09-01,9177.3
M,IMP,TRD_VAL,EU27_2020_NEA20,SITC5,EA20,2021-09-01,4225.1
M,IMP,TRD_VAL,EU27_2020_NEA20,SITC6,EA20,2021-09-01,6884.1
M,IMP,TRD_VAL,EU27_2020_NEA20,SITC7,EA20,2021-09-01,18215.8
M,IMP,TRD_VAL,EU27_2020_NEA20,SITC8,EA20,2021-09-01,6194.9
M,IMP,TRD_VAL,US,SITC5,EA20,2021-09-01,5506.4
M,IMP,TRD_VAL,US,SITC6,EA20,2021-09-01,902.2
M,IMP,TRD_VAL,US,SITC7,EA20,2021-09-01,6123
M,IMP,TRD_VAL,US,SITC8,EA20,2021-09-01,2006
M,IMP,TRD_VAL,VN,SITC5,EA20,2021-09-01,25.8
M,IMP,TRD_VAL,VN,SITC6,EA20,2021-09-01,379.2
M,IMP,TRD_VAL,VN,SITC7,EA20,2021-09-01,1513.2
M,IMP,TRD_VAL,VN,SITC8,EA20,2021-09-01,826.3
M,IMP,TRD_VAL,CN_X_HK,SITC5,EA20,2021-10-01,2390.5
M,IMP,TRD_VAL,CN_X_HK,SITC6,EA20,2021-10-01,4136.6
M,IMP,TRD_VAL,CN_X_HK,SITC7,EA20,2021-10-01,18720.9
M,IMP,TRD_VAL,CN_X_HK,SITC8,EA20,2021-10-01,8357
M,IMP,TRD_VAL,EU27_2020_NEA20,SITC5,EA20,2021-10-01,4330.4
M,IMP,TRD_VAL,EU27_2020_NEA20,SITC6,EA20,2021-10-01,6978.1
M,IMP,TRD_VAL,EU27_2020_NEA20,SITC7,EA20,2021-10-01,18545
M,IMP,TRD_VAL,EU27_2020_NEA20,SITC8,EA20,2021-10-01,6553.8
M,IMP,TRD_VAL,US,SITC5,EA20,2021-10-01,4769.6
M,IMP,TRD_VAL,US,SITC6,EA20,2021-10-01,845.3
M,IMP,TRD_VAL,US,SITC7,EA20,2021-10-01,5795.1
M,IMP,TRD_VAL,US,SITC8,EA20,2021-10-01,2034.4
M,IMP,TRD_VAL,VN,SITC5,EA20,2021-10-01,30
M,IMP,TRD_VAL,VN,SITC6,EA20,2021-10-01,309.1
M,IMP,TRD_VAL,VN,SITC7,EA20,2021-10-01,1370.8
M,IMP,TRD_VAL,VN,SITC8,EA20,2021-10-01,630.6
M,IMP,TRD_VAL,CN_X_HK,SITC5,EA20,2021-11-01,2669
M,IMP,TRD_VAL,CN_X_HK,SITC6,EA20,2021-11-01,4399.3
M,IMP,TRD_VAL,CN_X_HK,SITC7,EA20,2021-11-01,21516.7
M,IMP,TRD_VAL,CN_X_HK,SITC8,EA20,2021-11-01,9380.4
M,IMP,TRD_VAL,EU27_2020_NEA20,SITC5,EA20,2021-11-01,4638
M,IMP,TRD_VAL,EU27_2020_NEA20,SITC6,EA20,2021-11-01,7358.7
M,IMP,TRD_VAL,EU27_2020_NEA20,SITC7,EA20,2021-11-01,20890.1
M,IMP,TRD_VAL,EU27_2020_NEA20,SITC8,EA20,2021-11-01,6825.1
M,IMP,TRD_VAL,US,SITC5,EA20,2021-11-01,4823
M,IMP,TRD_VAL,US,SITC6,EA20,2021-11-01,904.4
M,IMP,TRD_VAL,US,SITC7,EA20,2021-11-01,6319.7
M,IMP,TRD_VAL,US,SITC8,EA20,2021-11-01,2258.1
M,IMP,TRD_VAL,VN,SITC5,EA20,2021-11-01,34.5
M,IMP,TRD_VAL,VN,SITC6,EA20,2021-11-01,412.5
M,IMP,TRD_VAL,VN,SITC7,EA20,2021-11-01,1708.6
M,IMP,TRD_VAL,VN,SITC8,EA20,2021-11-01,674.4
M,IMP,TRD_VAL,CN_X_HK,SITC5,EA20,2021-12-01,3702.3
M,IMP,TRD_VAL,CN_X_HK,SITC6,EA20,2021-12-01,4623.6
M,IMP,TRD_VAL,CN_X_HK,SITC7,EA20,2021-12-01,23113
M,IMP,TRD_VAL,CN_X_HK,SITC8,EA20,2021-12-01,8981.2
M,IMP,TRD_VAL,EU27_2020_NEA20,SITC5,EA20,2021-12-01,4452.8
M,IMP,TRD_VAL,EU27_2020_NEA20,SITC6,EA20,2021-12-01,6328.5
M,IMP,TRD_VAL,EU27_2020_NEA20,SITC7,EA20,2021-12-01,19194.2
M,IMP,TRD_VAL,EU27_2020_NEA20,SITC8,EA20,2021-12-01,6248.8
M,IMP,TRD_VAL,US,SITC5,EA20,2021-12-01,4930
M,IMP,TRD_VAL,US,SITC6,EA20,2021-12-01,807.4
M,IMP,TRD_VAL,US,SITC7,EA20,2021-12-01,6713.4
M,IMP,TRD_VAL,US,SITC8,EA20,2021-12-01,2250
M,IMP,TRD_VAL,VN,SITC5,EA20,2021-12-01,39.7
M,IMP,TRD_VAL,VN,SITC6,EA20,2021-12-01,385.1
M,IMP,TRD_VAL,VN,SITC7,EA20,2021-12-01,1511.1
M,IMP,TRD_VAL,VN,SITC8,EA20,2021-12-01,739.5
M,IMP,TRD_VAL,CN_X_HK,SITC5,EA20,2022-01-01,4586.7
M,IMP,TRD_VAL,CN_X_HK,SITC6,EA20,2022-01-01,5556.6
M,IMP,TRD_VAL,CN_X_HK,SITC7,EA20,2022-01-01,21198.1
M,IMP,TRD_VAL,CN_X_HK,SITC8,EA20,2022-01-01,9328.3
M,IMP,TRD_VAL,EU27_2020_NEA20,SITC5,EA20,2022-01-01,4480.7
M,IMP,TRD_VAL,EU27_2020_NEA20,SITC6,EA20,2022-01-01,6861.6
M,IMP,TRD_VAL,EU27_2020_NEA20,SITC7,EA20,2022-01-01,18816
M,IMP,TRD_VAL,EU27_2020_NEA20,SITC8,EA20,2022-01-01,5761.5
M,IMP,TRD_VAL,US,SITC5,EA20,2022-01-01,5251.2
M,IMP,TRD_VAL,US,SITC6,EA20,2022-01-01,1046.8
M,IMP,TRD_VAL,US,SITC7,EA20,2022-01-01,5624.3
M,IMP,TRD_VAL,US,SITC8,EA20,2022-01-01,2038.2
M,IMP,TRD_VAL,VN,SITC5,EA20,2022-01-01,47.1
M,IMP,TRD_VAL,VN,SITC6,EA20,2022-01-01,447.1
M,IMP,TRD_VAL,VN,SITC7,EA20,2022-01-01,1538.2
M,IMP,TRD_VAL,VN,SITC8,EA20,2022-01-01,931.7
M,IMP,TRD_VAL,CN_X_HK,SITC5,EA20,2022-02-01,3985.5
M,IMP,TRD_VAL,CN_X_HK,SITC6,EA20,2022-02-01,4774.5
M,IMP,TRD_VAL,CN_X_HK,SITC7,EA20,2022-02-01,18148.9
M,IMP,TRD_VAL,CN_X_HK,SITC8,EA20,2022-02-01,8060.9
M,IMP,TRD_VAL,EU27_2020_NEA20,SITC5,EA20,2022-02-01,4628.7
M,IMP,TRD_VAL,EU27_2020_NEA20,SITC6,EA20,2022-02-01,7375.9
M,IMP,TRD_VAL,EU27_2020_NEA20,SITC7,EA20,2022-02-01,19848
M,IMP,TRD_VAL,EU27_2020_NEA20,SITC8,EA20,2022-02-01,5939.9
M,IMP,TRD_VAL,US,SITC5,EA20,2022-02-01,6094.1
M,IMP,TRD_VAL,US,SITC6,EA20,2022-02-01,892.6
M,IMP,TRD_VAL,US,SITC7,EA20,2022-02-01,5567.5
M,IMP,TRD_VAL,US,SITC8,EA20,2022-02-01,1962
M,IMP,TRD_VAL,VN,SITC5,EA20,2022-02-01,41.4
M,IMP,TRD_VAL,VN,SITC6,EA20,2022-02-01,360.9
M,IMP,TRD_VAL,VN,SITC7,EA20,2022-02-01,1292.4
M,IMP,TRD_VAL,VN,SITC8,EA20,2022-02-01,892.8
M,IMP,TRD_VAL,CN_X_HK,SITC5,EA20,2022-03-01,5711.6
M,IMP,TRD_VAL,CN_X_HK,SITC6,EA20,2022-03-01,5292.3
M,IMP,TRD_VAL,CN_X_HK,SITC7,EA20,2022-03-01,21811.9
M,IMP,TRD_VAL,CN_X_HK,SITC8,EA20,2022-03-01,9242.9
M,IMP,TRD_VAL,EU27_2020_NEA20,SITC5,EA20,2022-03-01,5735.1
M,IMP,TRD_VAL,EU27_2020_NEA20,SITC6,EA20,2022-03-01,9161.4
M,IMP,TRD_VAL,EU27_2020_NEA20,SITC7,EA20,2022-03-01,22206.3
M,IMP,TRD_VAL,EU27_2020_NEA20,SITC8,EA20,2022-03-01,6794.4
M,IMP,TRD_VAL,US,SITC5,EA20,2022-03-01,5952.8
M,IMP,TRD_VAL,US,SITC6,EA20,2022-03-01,1178.9
M,IMP,TRD_VAL,US,SITC7,EA20,2022-03-01,7273.2
M,IMP,TRD_VAL,US,SITC8,EA20,2022-03-01,2507.4
M,IMP,TRD_VAL,VN,SITC5,EA20,2022-03-01,50.7
M,IMP,TRD_VAL,VN,SITC6,EA20,2022-03-01,364.6
M,IMP,TRD_VAL,VN,SITC7,EA20,2022-03-01,1604.3
M,IMP,TRD_VAL,VN,SITC8,EA20,2022-03-01,1110.4
M,IMP,TRD_VAL,CN_X_HK,SITC5,EA20,2022-04-01,6406.9
M,IMP,TRD_VAL,CN_X_HK,SITC6,EA20,2022-04-01,4655.1
M,IMP,TRD_VAL,CN_X_HK,SITC7,EA20,2022-04-01,19579.9
M,IMP,TRD_VAL,CN_X_HK,SITC8,EA20,2022-04-01,7228
M,IMP,TRD_VAL,EU27_2020_NEA20,SITC5,EA20,2022-04-01,4960.2
M,IMP,TRD_VAL,EU27_2020_NEA20,SITC6,EA20,2022-04-01,7841.1
M,IMP,TRD_VAL,EU27_2020_NEA20,SITC7,EA20,2022-04-01,20077.3
M,IMP,TRD_VAL,EU27_2020_NEA20,SITC8,EA20,2022-04-01,5953
M,IMP,TRD_VAL,US,SITC5,EA20,2022-04-01,5303.4
M,IMP,TRD_VAL,US,SITC6,EA20,2022-04-01,976.9
M,IMP,TRD_VAL,US,SITC7,EA20,2022-04-01,6733.5
M,IMP,TRD_VAL,US,SITC8,EA20,2022-04-01,2249.7
M,IMP,TRD_VAL,VN,SITC5,EA20,2022-04-01,50.1
M,IMP,TRD_VAL,VN,SITC6,EA20,2022-04-01,502.1
M,IMP,TRD_VAL,VN,SITC7,EA20,2022-04-01,1463.1
M,IMP,TRD_VAL,VN,SITC8,EA20,2022-04-01,1082.5
M,IMP,TRD_VAL,CN_X_HK,SITC5,EA20,2022-05-01,8551.8
M,IMP,TRD_VAL,CN_X_HK,SITC6,EA20,2022-05-01,4915.8
M,IMP,TRD_VAL,CN_X_HK,SITC7,EA20,2022-05-01,21238.9
M,IMP,TRD_VAL,CN_X_HK,SITC8,EA20,2022-05-01,8302.6
M,IMP,TRD_VAL,EU27_2020_NEA20,SITC5,EA20,2022-05-01,5260.1
M,IMP,TRD_VAL,EU27_2020_NEA20,SITC6,EA20,2022-05-01,8666.4
M,IMP,TRD_VAL,EU27_2020_NEA20,SITC7,EA20,2022-05-01,21931.7
M,IMP,TRD_VAL,EU27_2020_NEA20,SITC8,EA20,2022-05-01,6526.1
M,IMP,TRD_VAL,US,SITC5,EA20,2022-05-01,6299.1
M,IMP,TRD_VAL,US,SITC6,EA20,2022-05-01,1243
M,IMP,TRD_VAL,US,SITC7,EA20,2022-05-01,7912.5
M,IMP,TRD_VAL,US,SITC8,EA20,2022-05-01,2604.5
M,IMP,TRD_VAL,VN,SITC5,EA20,2022-05-01,63.4
M,IMP,TRD_VAL,VN,SITC6,EA20,2022-05-01,528.6
M,IMP,TRD_VAL,VN,SITC7,EA20,2022-05-01,1485.9
M,IMP,TRD_VAL,VN,SITC8,EA20,2022-05-01,1197.2
M,IMP,TRD_VAL,CN_X_HK,SITC5,EA20,2022-06-01,7159.6
M,IMP,TRD_VAL,CN_X_HK,SITC6,EA20,2022-06-01,4905.2
M,IMP,TRD_VAL,CN_X_HK,SITC7,EA20,2022-06-01,22334.1
M,IMP,TRD_VAL,CN_X_HK,SITC8,EA20,2022-06-01,8774.1
M,IMP,TRD_VAL,EU27_2020_NEA20,SITC5,EA20,2022-06-01,5209.3
M,IMP,TRD_VAL,EU27_2020_NEA20,SITC6,EA20,2022-06-01,8668.8
M,IMP,TRD_VAL,EU27_2020_NEA20,SITC7,EA20,2022-06-01,22493.2
M,IMP,TRD_VAL,EU27_2020_NEA20,SITC8,EA20,2022-06-01,6399.6
M,IMP,TRD_VAL,US,SITC5,EA20,2022-06-01,6141.7
M,IMP,TRD_VAL,US,SITC6,EA20,2022-06-01,1197.7
M,IMP,TRD_VAL,US,SITC7,EA20,2022-06-01,7968.9
M,IMP,TRD_VAL,US,SITC8,EA20,2022-06-01,2557
M,IMP,TRD_VAL,VN,SITC5,EA20,2022-06-01,66.8
M,IMP,TRD_VAL,VN,SITC6,EA20,2022-06-01,558.5
M,IMP,TRD_VAL,VN,SITC7,EA20,2022-06-01,1477.8
M,IMP,TRD_VAL,VN,SITC8,EA20,2022-06-01,1291.5
M,IMP,TRD_VAL,CN_X_HK,SITC5,EA20,2022-07-01,5197.5
M,IMP,TRD_VAL,CN_X_HK,SITC6,EA20,2022-07-01,5606.8
M,IMP,TRD_VAL,CN_X_HK,SITC7,EA20,2022-07-01,20429.5
M,IMP,TRD_VAL,CN_X_HK,SITC8,EA20,2022-07-01,9229.1
M,IMP,TRD_VAL,EU27_2020_NEA20,SITC5,EA20,2022-07-01,4851.3
M,IMP,TRD_VAL,EU27_2020_NEA20,SITC6,EA20,2022-07-01,7588.9
M,IMP,TRD_VAL,EU27_2020_NEA20,SITC7,EA20,2022-07-01,20509.6
M,IMP,TRD_VAL,EU27_2020_NEA20,SITC8,EA20,2022-07-01,5984.3
M,IMP,TRD_VAL,US,SITC5,EA20,2022-07-01,5424.6
M,IMP,TRD_VAL,US,SITC6,EA20,2022-07-01,1096.4
M,IMP,TRD_VAL,US,SITC7,EA20,2022-07-01,6490.9
M,IMP,TRD_VAL,US,SITC8,EA20,2022-07-01,2188.3
M,IMP,TRD_VAL,VN,SITC5,EA20,2022-07-01,58.1
M,IMP,TRD_VAL,VN,SITC6,EA20,2022-07-01,460.6
M,IMP,TRD_VAL,VN,SITC7,EA20,2022-07-01,1371.9
M,IMP,TRD_VAL,VN,SITC8,EA20,2022-07-01,1232.8
M,IMP,TRD_VAL,CN_X_HK,SITC5,EA20,2022-08-01,4166.4
M,IMP,TRD_VAL,CN_X_HK,SITC6,EA20,2022-08-01,5563.5
M,IMP,TRD_VAL,CN_X_HK,SITC7,EA20,2022-08-01,24431.6
M,IMP,TRD_VAL,CN_X_HK,SITC8,EA20,2022-08-01,11778.4
M,IMP,TRD_VAL,EU27_2020_NEA20,SITC5,EA20,2022-08-01,4611.4
M,IMP,TRD_VAL,EU27_2020_NEA20,SITC6,EA20,2022-08-01,7153.5
M,IMP,TRD_VAL,EU27_2020_NEA20,SITC7,EA20,2022-08-01,19220
M,IMP,TRD_VAL,EU27_2020_NEA20,SITC8,EA20,2022-08-01,5976.5
M,IMP,TRD_VAL,US,SITC5,EA20,2022-08-01,6295.7
M,IMP,TRD_VAL,US,SITC6,EA20,2022-08-01,1257.8
M,IMP,TRD_VAL,US,SITC7,EA20,2022-08-01,7596.2
M,IMP,TRD_VAL,US,SITC8,EA20,2022-08-01,2631.9
M,IMP,TRD_VAL,VN,SITC5,EA20,2022-08-01,54.6
M,IMP,TRD_VAL,VN,SITC6,EA20,2022-08-01,397.2
M,IMP,TRD_VAL,VN,SITC7,EA20,2022-08-01,1958
M,IMP,TRD_VAL,VN,SITC8,EA20,2022-08-01,1466.7
M,IMP,TRD_VAL,CN_X_HK,SITC5,EA20,2022-09-01,4281.2
M,IMP,TRD_VAL,CN_X_HK,SITC6,EA20,2022-09-01,5341.3
M,IMP,TRD_VAL,CN_X_HK,SITC7,EA20,2022-09-01,26239.1
M,IMP,TRD_VAL,CN_X_HK,SITC8,EA20,2022-09-01,11836.4
M,IMP,TRD_VAL,EU27_2020_NEA20,SITC5,EA20,2022-09-01,5096.8
M,IMP,TRD_VAL,EU27_2020_NEA20,SITC6,EA20,2022-09-01,8103.4
M,IMP,TRD_VAL,EU27_2020_NEA20,SITC7,EA20,2022-09-01,24835.1
M,IMP,TRD_VAL,EU27_2020_NEA20,SITC8,EA20,2022-09-01,7124.5
M,IMP,TRD_VAL,US,SITC5,EA20,2022-09-01,6333.6
M,IMP,TRD_VAL,US,SITC6,EA20,2022-09-01,1331.3
M,IMP,TRD_VAL,US,SITC7,EA20,2022-09-01,9158
M,IMP,TRD_VAL,US,SITC8,EA20,2022-09-01,2472.3
M,IMP,TRD_VAL,VN,SITC5,EA20,2022-09-01,62
M,IMP,TRD_VAL,VN,SITC6,EA20,2022-09-01,328.9
M,IMP,TRD_VAL,VN,SITC7,EA20,2022-09-01,1803.7
M,IMP,TRD_VAL,VN,SITC8,EA20,2022-09-01,1537
M,IMP,TRD_VAL,CN_X_HK,SITC5,EA20,2022-10-01,3449.1
M,IMP,TRD_VAL,CN_X_HK,SITC6,EA20,2022-10-01,5184.6
M,IMP,TRD_VAL,CN_X_HK,SITC7,EA20,2022-10-01,25178.6
M,IMP,TRD_VAL,CN_X_HK,SITC8,EA20,2022-10-01,10075.5
M,IMP,TRD_VAL,EU27_2020_NEA20,SITC5,EA20,2022-10-01,5042.3
M,IMP,TRD_VAL,EU27_2020_NEA20,SITC6,EA20,2022-10-01,7794.7
M,IMP,TRD_VAL,EU27_2020_NEA20,SITC7,EA20,2022-10-01,24345.6
M,IMP,TRD_VAL,EU27_2020_NEA20,SITC8,EA20,2022-10-01,7167.4
M,IMP,TRD_VAL,US,SITC5,EA20,2022-10-01,6627.8
M,IMP,TRD_VAL,US,SITC6,EA20,2022-10-01,1180.9
M,IMP,TRD_VAL,US,SITC7,EA20,2022-10-01,8069.4
M,IMP,TRD_VAL,US,SITC8,EA20,2022-10-01,2615.6
M,IMP,TRD_VAL,VN,SITC5,EA20,2022-10-01,47.3
M,IMP,TRD_VAL,VN,SITC6,EA20,2022-10-01,412.2
M,IMP,TRD_VAL,VN,SITC7,EA20,2022-10-01,2108.4
M,IMP,TRD_VAL,VN,SITC8,EA20,2022-10-01,1600.7
M,IMP,TRD_VAL,CN_X_HK,SITC5,EA20,2022-11-01,3353.4
M,IMP,TRD_VAL,CN_X_HK,SITC6,EA20,2022-11-01,4289.8
M,IMP,TRD_VAL,CN_X_HK,SITC7,EA20,2022-11-01,25435.9
M,IMP,TRD_VAL,CN_X_HK,SITC8,EA20,2022-11-01,9413.5
M,IMP,TRD_VAL,EU27_2020_NEA20,SITC5,EA20,2022-11-01,5185.2
M,IMP,TRD_VAL,EU27_2020_NEA20,SITC6,EA20,2022-11-01,7959.1
M,IMP,TRD_VAL,EU27_2020_NEA20,SITC7,EA20,2022-11-01,25849.3
M,IMP,TRD_VAL,EU27_2020_NEA20,SITC8,EA20,2022-11-01,7530.6
M,IMP,TRD_VAL,US,SITC5,EA20,2022-11-01,7228.9
M,IMP,TRD_VAL,US,SITC6,EA20,2022-11-01,1432.6
M,IMP,TRD_VAL,US,SITC7,EA20,2022-11-01,8323.1
M,IMP,TRD_VAL,US,SITC8,EA20,2022-11-01,2734.2
M,IMP,TRD_VAL,VN,SITC5,EA20,2022-11-01,44.4
M,IMP,TRD_VAL,VN,SITC6,EA20,2022-11-01,332
M,IMP,TRD_VAL,VN,SITC7,EA20,2022-11-01,1946.4
M,IMP,TRD_VAL,VN,SITC8,EA20,2022-11-01,1421.8
M,IMP,TRD_VAL,CN_X_HK,SITC5,EA20,2022-12-01,2886.7
M,IMP,TRD_VAL,CN_X_HK,SITC6,EA20,2022-12-01,3548.7
M,IMP,TRD_VAL,CN_X_HK,SITC7,EA20,2022-12-01,20671.8
M,IMP,TRD_VAL,CN_X_HK,SITC8,EA20,2022-12-01,8145.2
M,IMP,TRD_VAL,EU27_2020_NEA20,SITC5,EA20,2022-12-01,4706.7
M,IMP,TRD_VAL,EU27_2020_NEA20,SITC6,EA20,2022-12-01,6443
M,IMP,TRD_VAL,EU27_2020_NEA20,SITC7,EA20,2022-12-01,21946.4
